hg19	hg38	Liver	Lungs	Colon	SmallIntestines	Pancreas	AdrenalGlands	Esophagus	AdiposeTissues	Heart	Brain	T-cells	B-cells	Neutrophils	Placenta	Minimum	Maximum	Mean	S.D.	C.V.	Placenta-informative
chr1:35258565-35259065	chr1:34792964-34793464	29.3	10.5	13.5	14.4	18.7	10.4	11.1	18.1	9.2	11.9	24.9	17.1	12.6	11.3	9.2	29.3	15.5	6.0	0.4	N
chr1:35351379-35351879	chr1:34885778-34886278	10.5	3.5	3.9	3.1	10.2	24.8	3.3	2.6	1.9	8.0	5.0	9.2	5.0	3.9	1.9	24.8	7.0	6.1	0.9	N
chr1:35545428-35545928	chr1:35079827-35080327	14.3	9.5	5.7	15.5	12.8	9.4	11.7	9.3	13.1	13.3	17.7	26.2	15.3	5.0	5.7	26.2	13.4	5.0	0.4	N
chr1:36042928-36043428	chr1:35577327-35577827	8.1	26.4	5.9	4.9	44.0	6.8	15.6	2.8	3.6	40.2	1.8	1.7	1.1	55.7	1.1	44.0	12.5	14.8	1.2	N
chr1:36172907-36173407	chr1:35707306-35707806	25.7	13.2	2.9	9.9	39.5	14.4	11.0	12.3	13.6	36.1	1.5	5.0	14.6	7.0	1.5	39.5	15.3	11.7	0.8	N
chr1:36184749-36185249	chr1:35719148-35719648	10.4	35.2	32.7	26.7	26.6	38.2	39.0	40.8	30.2	14.5	23.5	29.7	23.3	31.6	10.4	40.8	28.5	9.1	0.3	N
chr1:36643757-36644257	chr1:36178156-36178656	61.7	85.9	23.3	66.3	52.7	86.2	85.6	86.4	67.5	75.9	94.2	95.2	94.4	60.7	23.3	95.2	75.0	20.7	0.3	N
chr1:36786501-36787001	chr1:36320900-36321400	24.4	22.2	23.5	8.0	28.8	6.3	27.7	7.3	27.4	35.6	10.7	2.7	1.0	5.7	1.0	35.6	17.4	11.6	0.7	N
chr1:37783612-37784112	chr1:37318011-37318511	13.4	6.4	19.9	11.1	6.8	7.2	10.4	5.3	6.9	25.7	14.4	16.4	11.2	26.6	5.3	25.7	11.9	6.0	0.5	N
chr1:37980572-37981072	chr1:37514971-37515471	0.6	8.6	12.8	8.1	6.7	16.5	9.4	18.0	10.3	2.3	3.8	24.3	8.5	1.6	0.6	24.3	10.0	6.6	0.7	N
chr1:38022607-38023107	chr1:37557006-37557506	42.7	41.6	45.3	39.2	10.6	31.0	38.5	57.2	26.5	16.2	80.0	81.9	77.8	39.0	10.6	81.9	45.3	23.2	0.5	N
chr1:38158543-38159043	chr1:37692871-37693371	2.6	13.7	3.8	9.4	5.5	13.4	7.5	25.6	8.9	1.6	5.2	4.8	20.7	1.7	1.6	25.6	9.4	7.2	0.8	N
chr1:38229580-38230080	chr1:37763908-37764408	20.1	23.2	36.6	28.4	15.3	17.9	28.3	31.9	16.5	19.3	26.9	36.4	20.2	10.0	15.3	36.6	24.7	7.3	0.3	N
chr1:38461085-38461585	chr1:37995413-37995913	61.5	21.6	21.1	24.9	25.7	54.1	27.6	46.8	47.8	35.7	47.9	60.3	50.5	79.5	21.1	61.5	40.4	14.9	0.4	N
chr1:38940420-38940920	chr1:38474748-38475248	66.7	52.7	64.7	55.8	41.3	62.2	53.1	41.4	65.5	75.9	27.2	4.9	15.5	51.4	4.9	75.9	48.2	21.3	0.4	N
chr1:39281610-39282110	chr1:38815938-38816438	33.4	23.5	32.2	23.1	16.2	16.7	35.2	24.1	35.6	45.4	14.8	2.8	7.5	31.5	2.8	45.4	23.9	12.2	0.5	N
chr1:39324316-39324816	chr1:38858644-38859144	5.3	11.4	2.9	6.3	3.6	10.1	4.0	20.8	5.1	3.9	12.9	22.8	27.2	0.4	2.9	27.2	10.5	8.2	0.8	N
chr1:40204813-40205313	chr1:39739141-39739641	17.6	14.1	8.2	15.6	6.2	11.4	10.4	19.6	13.2	8.4	17.3	22.4	26.4	8.9	6.2	26.4	14.7	5.9	0.4	N
chr1:40598509-40599009	chr1:40132837-40133337	33.7	30.5	55.1	31.8	21.0	27.3	30.8	35.5	11.6	24.8	75.1	71.5	69.8	16.8	11.6	75.1	39.9	20.8	0.5	N
chr1:40915106-40915606	chr1:40449434-40449934	12.9	24.9	12.3	21.5	21.0	28.4	23.5	34.8	25.7	5.9	12.4	25.0	22.7	5.5	5.9	34.8	20.8	7.9	0.4	N
chr1:41250091-41250591	chr1:40784419-40784919	68.6	44.8	36.6	41.9	70.5	57.9	45.8	46.7	70.6	52.6	48.0	34.2	28.7	30.5	28.7	70.6	49.8	13.7	0.3	N
chr1:41283841-41284341	chr1:40818169-40818669	43.5	21.1	17.6	9.5	33.4	31.9	29.7	12.3	16.4	43.3	4.0	3.1	2.4	11.2	2.4	43.5	20.6	14.6	0.7	N
chr1:41849265-41849765	chr1:41383593-41384093	36.8	41.6	41.7	45.3	72.8	61.4	24.5	35.3	59.4	70.5	18.0	10.3	27.0	72.9	10.3	72.8	41.9	19.7	0.5	N
chr1:42921217-42921717	chr1:42455546-42456046	23.7	36.4	36.1	28.4	21.4	36.0	44.5	40.3	35.1	24.3	41.3	18.0	27.3	40.1	18.0	44.5	31.8	8.4	0.3	N
chr1:42929298-42929798	chr1:42463627-42464127	17.4	23.6	18.9	24.3	8.0	21.2	21.4	23.1	26.0	7.1	29.0	28.9	25.4	18.6	7.1	29.0	21.1	6.9	0.3	N
chr1:43250763-43251263	chr1:42785092-42785592	30.5	7.7	13.5	3.9	14.7	3.4	11.1	7.2	7.2	7.6	8.4	5.1	4.5	32.5	3.4	30.5	9.6	7.2	0.7	Y
chr1:43390336-43390836	chr1:42924665-42925165	24.3	7.6	6.6	5.8	13.3	10.0	4.3	8.4	5.1	0.9	1.9	3.5	2.9	1.7	0.9	24.3	7.3	6.2	0.8	N
chr1:43472868-43473368	chr1:43007197-43007697	34.2	60.1	32.5	37.3	52.1	70.5	41.4	55.3	57.9	40.3	79.9	54.0	53.9	26.5	32.5	79.9	51.5	14.1	0.3	N
chr1:43637004-43637504	chr1:43171333-43171833	33.0	27.8	22.1	23.6	11.8	27.4	19.1	30.4	30.5	19.1	33.0	35.7	35.1	10.8	11.8	35.7	26.8	7.2	0.3	N
chr1:43814806-43815306	chr1:43349135-43349635	15.5	27.6	7.0	22.7	4.5	12.2	13.8	36.8	6.0	8.5	48.2	46.6	69.2	3.5	4.5	69.2	24.5	20.1	0.8	N
chr1:44495130-44495630	chr1:44029458-44029958	30.9	9.8	12.9	15.1	5.3	14.0	10.4	12.9	10.7	14.0	17.4	9.3	13.1	17.7	5.3	30.9	13.5	6.0	0.4	N
chr1:44874610-44875110	chr1:44408938-44409438	19.4	24.6	10.2	8.3	12.7	16.6	17.5	11.7	12.8	4.9	2.2	3.6	0.0	5.2	0.0	24.6	11.1	7.3	0.7	N
chr1:45242514-45243014	chr1:44776842-44777342	84.5	67.3	29.9	39.0	59.7	39.6	43.8	65.3	75.5	76.7	33.0	32.2	75.2	52.5	29.9	84.5	55.5	19.8	0.4	N
chr1:45266535-45267035	chr1:44800863-44801363	50.2	20.0	27.6	15.9	33.4	18.2	15.4	23.8	15.4	10.5	2.6	22.2	19.1	14.2	2.6	50.2	21.1	11.6	0.5	N
chr1:45278766-45279266	chr1:44813094-44813594	27.2	61.6	65.6	50.9	43.9	56.6	65.4	76.5	54.3	14.5	65.6	74.1	50.6	80.2	14.5	76.5	54.4	17.7	0.3	N
chr1:45986164-45986664	chr1:45520492-45520992	6.6	20.0	11.4	23.7	37.5	17.3	14.3	18.9	35.4	10.0	2.2	3.7	5.1	7.8	2.2	37.5	15.8	11.3	0.7	N
chr1:46015904-46016404	chr1:45550232-45550732	15.8	32.2	46.4	27.0	28.6	29.6	13.6	32.2	23.6	6.9	27.2	32.5	24.3	24.6	6.9	46.4	26.2	10.0	0.4	N
chr1:46632190-46632690	chr1:46166518-46167018	44.4	8.4	38.3	18.8	27.0	41.8	27.1	14.5	25.3	31.8	2.8	4.2	0.6	65.4	0.6	44.4	21.9	15.0	0.7	N
chr1:46860225-46860725	chr1:46394553-46395053	13.1	16.0	4.8	15.9	2.9	14.5	15.5	16.4	20.5	3.6	35.5	35.4	26.5	11.0	2.9	35.5	17.0	10.6	0.6	N
chr1:46932631-46933131	chr1:46466959-46467459	44.5	24.8	23.7	16.9	15.2	31.0	17.8	23.9	24.2	21.8	26.2	16.0	26.2	26.5	15.2	44.5	24.0	7.7	0.3	N
chr1:47134175-47134675	chr1:46668503-46669003	6.9	20.4	11.4	12.2	9.5	12.9	16.4	10.9	9.1	4.5	20.1	26.2	19.8	7.6	4.5	26.2	13.9	6.3	0.5	N
chr1:47694505-47695005	chr1:47228833-47229333	41.7	31.8	62.9	35.5	45.1	44.1	47.3	18.8	28.6	43.0	47.7	21.6	11.1	57.1	11.1	62.9	36.9	14.1	0.4	N
chr1:47899126-47899626	chr1:47433454-47433954	62.4	40.6	7.1	36.7	25.1	24.6	33.9	20.3	24.9	13.4	40.2	15.3	5.5	29.5	5.5	62.4	26.9	15.8	0.6	N
chr1:47998900-47999400	chr1:47533228-47533728	25.9	4.8	2.2	1.8	11.7	11.9	2.7	2.0	1.2	0.8	3.8	5.5	0.4	0.4	0.4	25.9	5.8	7.1	1.2	N
chr1:48058794-48059294	chr1:47593122-47593622	23.1	11.8	48.0	6.7	7.9	23.9	6.9	3.0	8.0	7.5	2.0	3.8	1.3	23.3	1.3	48.0	11.8	13.0	1.1	N
chr1:48190757-48191257	chr1:47725085-47725585	3.9	3.9	49.7	25.8	2.1	3.6	7.6	6.2	2.5	4.2	5.9	7.9	1.8	4.3	1.8	49.7	9.6	13.6	1.4	N
chr1:50890917-50891417	chr1:50425245-50425745	11.9	11.1	18.5	9.0	7.3	8.8	35.7	6.3	5.6	23.7	13.2	18.1	6.8	16.7	5.6	35.7	13.5	8.6	0.6	N
chr1:51442312-51442812	chr1:50976640-50977140	8.6	18.8	46.6	17.7	22.3	10.4	23.3	13.5	7.6	6.3	9.2	5.1	2.3	6.6	2.3	46.6	14.7	11.6	0.8	N
chr1:51795598-51796098	chr1:51329926-51330426	5.1	16.0	5.3	12.8	7.7	38.5	21.0	26.1	27.5	9.0	16.4	18.6	8.2	35.6	5.1	38.5	16.3	10.0	0.6	N
chr1:53099130-53099630	chr1:52633458-52633958	24.3	22.1	16.6	13.2	22.6	20.3	15.0	19.9	20.6	18.4	4.2	3.6	12.6	16.3	3.6	24.3	16.4	6.6	0.4	N
chr1:53163189-53163689	chr1:52697517-52698017	18.5	34.2	23.9	24.6	36.0	27.4	35.3	30.3	34.5	19.8	14.4	6.2	43.2	4.7	6.2	43.2	26.8	10.2	0.4	N
chr1:53386618-53387118	chr1:52920946-52921446	13.7	25.4	9.8	29.7	7.0	15.0	16.0	23.0	11.0	10.8	66.2	70.9	40.5	1.8	7.0	70.9	26.1	21.1	0.8	N
chr1:53528573-53529073	chr1:53062901-53063401	47.7	14.0	28.0	11.8	21.8	21.1	10.3	11.5	23.3	19.0	10.9	15.7	8.7	19.4	8.7	47.7	18.8	10.5	0.6	N
chr1:53704460-53704960	chr1:53238788-53239288	19.7	25.1	32.3	16.0	17.2	22.1	25.2	35.2	30.3	15.8	31.2	36.1	24.6	3.7	15.8	36.1	25.5	7.1	0.3	Y
chr1:53791188-53791688	chr1:53325516-53326016	41.6	17.5	23.9	30.5	13.2	36.0	17.4	26.5	24.4	18.4	35.8	27.7	16.0	44.4	13.2	41.6	25.3	8.8	0.3	N
chr1:54821991-54822491	chr1:54356318-54356818	23.9	38.6	14.9	34.2	17.6	58.4	75.1	42.3	47.0	43.4	28.1	20.8	7.3	76.9	7.3	75.1	34.7	18.9	0.5	N
chr1:55008205-55008705	chr1:54542532-54543032	45.9	6.2	3.6	5.6	27.1	26.2	2.9	4.7	16.0	27.9	9.4	6.6	0.0	5.4	0.0	45.9	14.0	13.7	1.0	N
chr1:55247243-55247743	chr1:54781570-54782070	79.8	62.5	74.5	57.1	79.2	39.4	37.9	46.5	26.3	23.8	83.0	82.8	77.5	22.4	23.8	83.0	59.3	22.1	0.4	N
chr1:55506061-55506561	chr1:55040388-55040888	15.4	17.0	6.1	28.9	10.1	37.1	16.5	22.2	27.6	22.6	36.7	27.4	25.9	50.1	6.1	37.1	22.6	9.4	0.4	N
chr1:56942902-56943402	chr1:56477230-56477730	3.3	6.8	3.1	5.9	2.8	9.8	6.2	10.9	3.7	3.0	23.5	21.6	7.0	3.2	2.8	23.5	8.3	6.8	0.8	N
chr1:58714273-58714773	chr1:58248601-58249101	19.6	12.2	30.7	13.3	10.9	8.1	19.1	10.9	9.4	2.0	13.8	17.0	16.7	41.6	2.0	30.7	14.1	6.9	0.5	Y
chr1:59041514-59042014	chr1:58575842-58576342	26.3	24.7	62.6	30.4	31.2	31.9	19.0	22.3	20.6	58.8	16.5	24.0	4.1	18.0	4.1	62.6	28.6	16.0	0.6	N
chr1:59280241-59280741	chr1:58814569-58815069	68.0	40.3	20.1	48.2	65.9	48.2	39.9	70.0	55.6	66.1	93.1	87.6	76.4	4.7	20.1	93.1	60.0	20.5	0.3	N
chr1:61519876-61520376	chr1:61054204-61054704	27.0	38.5	12.2	29.5	47.5	44.2	47.4	30.9	30.4	15.7	33.2	21.8	25.7	52.8	12.2	47.5	31.1	11.2	0.4	N
chr1:62660556-62661056	chr1:62194884-62195384	25.9	13.8	5.1	9.0	24.2	6.1	9.8	15.1	16.3	8.4	18.1	30.3	3.8	3.6	3.8	30.3	14.3	8.4	0.6	N
chr1:65432456-65432956	chr1:64966773-64967273	6.8	18.8	3.8	11.8	3.1	12.9	13.4	12.7	14.8	4.4	19.2	25.2	12.3	6.5	3.1	25.2	12.2	6.5	0.5	N
chr1:65612542-65613042	chr1:65146859-65147359	17.1	24.9	7.5	18.3	15.1	21.2	20.2	18.1	21.7	31.9	32.5	32.8	19.5	33.8	7.5	32.8	21.6	7.4	0.3	N
chr1:65721048-65721548	chr1:65255365-65255865	66.9	54.1	40.0	46.0	33.3	35.5	50.6	56.3	33.2	5.8	68.1	70.6	53.0	31.8	5.8	70.6	47.2	17.9	0.4	N
chr1:66998729-66999229	chr1:66533046-66533546	22.1	10.9	8.3	4.1	13.0	9.4	8.1	2.3	6.6	2.1	4.4	5.6	1.5	30.0	1.5	22.1	7.6	5.6	0.7	Y
chr1:67389469-67389969	chr1:66923786-66924286	50.2	39.3	22.5	31.2	30.3	49.5	30.1	51.3	33.5	22.0	40.0	43.3	49.3	12.6	22.0	51.3	37.9	10.4	0.3	N
chr1:67600391-67600891	chr1:67134708-67135208	20.6	22.5	83.7	22.4	59.7	43.9	38.0	20.5	28.6	14.1	26.9	12.0	12.6	23.0	12.0	83.7	31.2	20.8	0.7	N
chr1:67772830-67773330	chr1:67307147-67307647	32.3	12.3	6.4	12.3	10.2	36.0	17.4	7.4	20.6	15.2	3.4	9.4	2.0	47.2	2.0	36.0	14.2	10.3	0.7	Y
chr1:68299372-68299872	chr1:67833689-67834189	43.0	35.8	31.0	30.7	28.9	42.1	27.1	50.9	35.2	22.2	46.1	61.7	38.0	16.7	22.2	61.7	37.9	10.8	0.3	N
chr1:71512225-71512725	chr1:71046542-71047042	27.0	18.2	33.3	13.9	23.0	16.5	20.2	15.2	10.6	27.0	20.7	21.3	20.4	17.5	10.6	33.3	20.6	6.1	0.3	N
chr1:75593318-75593818	chr1:75127633-75128133	22.9	15.8	26.6	12.8	11.5	12.5	18.9	9.8	12.3	15.4	14.7	31.2	15.4	46.7	9.8	31.2	16.9	6.4	0.4	Y
chr1:75602814-75603314	chr1:75137129-75137629	14.2	8.6	16.2	5.4	9.9	12.0	14.3	7.9	13.6	27.1	8.1	6.5	5.7	11.7	5.4	27.1	11.5	5.9	0.5	N
chr1:76191417-76191917	chr1:75725732-75726232	41.7	62.7	12.8	51.6	12.4	46.0	40.4	60.2	43.8	49.6	87.3	65.0	71.5	38.5	12.4	87.3	49.6	21.1	0.4	N
chr1:77334612-77335112	chr1:76868927-76869427	6.5	8.9	21.7	11.3	11.2	5.9	16.3	9.2	10.9	4.9	10.4	9.2	1.0	5.2	1.0	21.7	9.8	5.1	0.5	N
chr1:78147218-78147718	chr1:77681533-77682033	29.1	28.3	17.2	25.1	28.0	16.5	22.3	41.6	36.0	17.9	27.2	20.4	33.6	15.7	16.5	41.6	26.4	7.6	0.3	N
chr1:78511078-78511578	chr1:78045394-78045894	17.2	31.1	9.4	35.3	11.8	13.0	52.6	31.3	38.5	39.6	32.2	32.1	20.2	35.5	9.4	52.6	28.0	12.8	0.5	N
chr1:79472282-79472782	chr1:79006597-79007097	18.4	21.9	45.4	18.8	3.8	9.5	26.2	13.3	4.8	14.3	28.2	42.9	15.2	21.0	3.8	45.4	20.2	12.8	0.6	N
chr1:84326268-84326768	chr1:83860585-83861085	3.2	12.0	8.5	15.3	7.2	4.4	23.0	15.4	12.6	4.8	1.5	4.0	0.3	8.9	0.3	23.0	8.6	6.6	0.8	N
chr1:85513010-85513510	chr1:85047327-85047827	23.0	17.4	27.9	11.8	8.6	9.9	34.8	17.3	14.0	17.1	30.1	16.6	12.0	31.1	8.6	34.8	18.5	8.1	0.4	N
chr1:86043730-86044230	chr1:85578047-85578547	27.2	38.6	28.2	18.3	52.4	33.4	46.8	24.2	39.9	19.5	15.3	29.5	17.4	0.7	15.3	52.4	30.1	11.7	0.4	N
chr1:86081701-86082201	chr1:85616018-85616518	49.1	44.4	81.9	37.7	54.1	20.8	53.0	37.2	33.5	18.3	62.3	55.6	30.3	5.9	18.3	81.9	44.5	17.5	0.4	N
chr1:86620779-86621279	chr1:86155096-86155596	13.0	13.4	9.7	11.1	3.2	4.0	11.7	18.8	5.2	5.7	28.2	28.3	12.8	51.5	3.2	28.3	12.7	8.2	0.6	Y
chr1:87169376-87169876	chr1:86703693-86704193	25.8	11.8	15.0	19.3	9.3	13.4	7.7	16.1	14.0	1.6	8.8	0.0	0.9	50.9	0.0	25.8	11.0	7.5	0.7	Y
chr1:87598044-87598544	chr1:87132361-87132861	52.1	54.2	76.8	65.6	64.6	55.0	61.6	46.7	53.4	59.9	31.0	19.4	12.3	72.5	12.3	76.8	50.2	18.7	0.4	N
chr1:87617154-87617654	chr1:87151471-87151971	34.9	13.9	64.3	12.3	43.5	50.8	42.0	32.2	14.5	40.2	4.6	3.1	1.4	51.0	1.4	64.3	27.5	20.4	0.7	N
chr1:89457035-89457535	chr1:88991352-88991852	61.5	65.6	85.5	48.1	38.1	78.5	49.4	58.2	62.8	35.6	37.7	59.6	70.0	4.1	35.6	85.5	57.7	15.5	0.3	Y
chr1:90099731-90100231	chr1:89634172-89634672	19.7	15.9	8.8	18.0	14.6	23.5	20.7	20.7	14.5	6.7	1.4	12.9	5.1	9.2	1.4	23.5	14.0	6.8	0.5	N
chr1:90228245-90228745	chr1:89762686-89763186	4.9	10.6	2.1	12.1	6.4	21.8	11.7	10.9	10.6	1.6	19.4	4.0	9.8	2.1	1.6	21.8	9.7	6.1	0.6	N
chr1:90287690-90288190	chr1:89822131-89822631	40.5	55.3	27.1	41.7	25.2	55.9	61.3	48.6	69.1	46.9	74.9	33.3	10.3	65.7	10.3	74.9	45.4	18.4	0.4	N
chr1:91300980-91301480	chr1:90835423-90835923	63.7	12.1	12.2	8.5	43.2	16.5	8.7	8.8	14.2	16.7	10.8	12.1	9.3	7.3	8.5	63.7	18.2	16.4	0.9	N
chr1:92352414-92352914	chr1:91886857-91887357	56.2	54.9	34.6	56.4	25.7	34.4	43.7	66.8	63.8	45.1	70.7	30.1	24.9	37.0	24.9	70.7	46.7	15.9	0.3	N
chr1:92414219-92414719	chr1:91948662-91949162	81.9	49.9	86.6	74.7	78.1	81.1	80.3	56.5	81.4	81.0	10.8	58.2	50.4	43.4	10.8	86.6	67.0	21.4	0.3	N
chr1:92945908-92946408	chr1:92480351-92480851	45.7	48.2	16.0	33.0	72.9	33.0	22.4	48.5	19.3	15.2	94.9	93.3	90.9	51.6	15.2	94.9	48.7	29.9	0.6	N
chr1:94375370-94375870	chr1:93909814-93910314	4.1	16.6	14.8	15.2	15.2	20.3	19.0	24.1	15.1	7.5	11.1	20.1	10.7	3.2	4.1	24.1	14.9	5.5	0.4	N
chr1:94883026-94883526	chr1:94417470-94417970	14.8	16.0	6.3	16.4	1.8	6.5	8.6	16.7	3.3	2.7	45.9	44.6	37.0	0.9	1.8	45.9	17.0	15.6	0.9	N
chr1:95006338-95006838	chr1:94540782-94541282	39.8	34.9	23.8	27.4	7.6	17.2	29.2	35.1	28.4	16.9	43.2	52.7	46.0	12.0	7.6	52.7	30.9	12.8	0.4	N
chr1:95390838-95391338	chr1:94925282-94925782	3.8	6.7	2.8	6.1	2.5	3.6	5.2	11.0	1.0	2.5	27.2	3.9	12.6	1.7	1.0	27.2	6.8	7.0	1.0	N
chr1:95698726-95699226	chr1:95233170-95233670	14.2	16.5	16.3	20.2	2.1	14.9	29.4	29.5	8.0	15.2	67.1	46.7	38.3	40.9	2.1	67.1	24.5	17.7	0.7	N
chr1:98509967-98510467	chr1:98044411-98044911	54.8	20.6	41.8	21.6	13.0	25.6	25.5	24.5	13.5	34.1	23.0	25.8	15.9	20.6	13.0	54.8	26.1	11.7	0.4	N
chr1:106623394-106623894	chr1:106080772-106081272	20.1	17.1	54.7	25.5	17.0	21.1	28.9	19.3	18.3	39.3	28.5	45.4	25.9	26.1	17.0	54.7	27.8	11.8	0.4	N
chr1:108023233-108023733	chr1:107480611-107481111	20.5	12.7	22.5	28.3	4.5	12.0	15.3	22.6	11.5	8.1	16.6	4.8	8.9	35.5	4.5	28.3	14.5	7.3	0.5	N
chr1:109204094-109204594	chr1:108661472-108661972	24.4	13.9	21.0	9.7	22.4	16.7	17.8	15.4	9.9	9.2	1.7	8.9	3.5	9.2	1.7	24.4	13.4	7.0	0.5	N
chr1:109939575-109940075	chr1:109396953-109397453	44.6	8.2	6.8	13.1	6.6	5.7	23.9	18.0	7.3	1.0	17.8	5.4	1.3	7.1	1.0	44.6	12.3	11.9	1.0	N
chr1:110008463-110008963	chr1:109465841-109466341	19.9	34.9	30.9	31.8	16.0	20.5	24.4	35.3	29.1	36.3	48.7	45.9	36.5	15.9	16.0	48.7	31.6	9.7	0.3	N
chr1:110185962-110186462	chr1:109643340-109643840	11.2	23.8	15.5	24.5	13.9	20.5	16.5	21.6	22.3	33.4	18.0	12.0	19.0	8.5	11.2	33.4	19.4	6.0	0.3	N
chr1:110199042-110199542	chr1:109656420-109656920	35.1	47.4	11.9	32.8	23.3	32.9	24.8	29.2	26.0	15.0	59.8	38.4	32.2	45.2	11.9	59.8	31.4	12.7	0.4	N
chr1:110610766-110611266	chr1:110068144-110068644	31.6	13.8	7.0	8.0	17.0	19.9	16.4	21.9	12.1	17.4	9.7	15.0	3.3	15.3	3.3	31.6	14.9	7.4	0.5	N
chr1:110626529-110627029	chr1:110083907-110084407	20.2	6.5	0.7	3.1	43.3	32.7	3.6	9.1	16.0	15.1	1.8	1.0	0.9	20.2	0.7	43.3	11.8	13.4	1.1	N
chr1:110752257-110752757	chr1:110209635-110210135	37.2	17.9	6.7	10.9	11.1	7.8	17.7	20.8	19.5	19.7	18.7	23.4	16.1	17.5	6.7	37.2	17.5	7.9	0.4	N
chr1:111216245-111216745	chr1:110673623-110674123	56.9	56.6	79.3	51.8	56.5	57.6	60.0	66.1	59.5	43.2	6.9	46.9	68.1	38.5	6.9	79.3	54.6	17.0	0.3	N
chr1:111323224-111323724	chr1:110780602-110781102	30.7	33.4	31.6	24.0	23.5	18.5	31.3	26.6	25.6	23.2	52.7	27.7	37.7	41.6	18.5	52.7	29.7	8.6	0.3	N
chr1:112058185-112058685	chr1:111515563-111516063	52.1	6.7	70.7	21.3	32.2	28.5	9.4	4.0	7.6	10.7	32.2	2.8	1.6	48.6	1.6	70.7	21.5	21.1	1.0	N
chr1:112531060-112531560	chr1:111988438-111988938	21.2	23.1	13.7	14.8	29.5	45.6	32.1	32.9	20.9	16.2	14.8	23.2	12.4	30.7	12.4	45.6	23.1	9.7	0.4	N
chr1:113265386-113265886	chr1:112722764-112723264	42.9	12.5	8.8	7.1	47.4	38.8	11.9	6.3	23.5	17.9	17.9	17.5	7.3	30.3	6.3	47.4	20.0	14.2	0.7	N
chr1:113392643-113393143	chr1:112850021-112850521	27.7	20.3	38.3	23.4	17.5	27.3	20.1	29.6	19.1	15.1	25.1	20.1	17.1	3.2	15.1	38.3	23.1	6.4	0.3	Y
chr1:113499487-113499987	chr1:112956865-112957365	28.5	29.9	70.7	7.4	76.6	6.0	5.3	14.5	3.8	3.2	5.0	8.8	17.0	21.9	3.2	76.6	21.3	24.9	1.2	N
chr1:114697637-114698137	chr1:114155015-114155515	25.6	19.7	29.7	16.2	33.3	13.8	19.7	23.7	14.1	53.8	22.1	19.4	32.1	13.8	13.8	53.8	24.9	10.8	0.4	N
chr1:115397449-115397949	chr1:114854828-114855328	42.7	25.3	54.3	30.4	23.6	30.8	37.6	24.7	27.2	40.3	35.7	50.3	32.9	33.1	23.6	54.3	35.1	9.7	0.3	N
chr1:116914792-116915292	chr1:116372170-116372670	49.6	29.8	13.3	19.1	32.0	55.4	19.3	35.4	32.7	37.4	44.5	27.8	33.8	3.9	13.3	55.4	33.1	12.1	0.4	N
chr1:117112461-117112961	chr1:116569839-116570339	7.6	7.6	7.9	22.8	24.3	20.7	11.7	20.2	12.0	31.2	7.9	5.7	1.4	9.7	1.4	31.2	13.9	8.9	0.6	N
chr1:117452204-117452704	chr1:116909582-116910082	11.9	14.0	4.6	9.0	5.9	10.1	7.4	6.9	3.7	3.1	35.9	37.1	16.6	10.1	3.1	37.1	12.8	11.2	0.9	N
chr1:118727817-118728317	chr1:118185194-118185694	12.7	6.3	7.0	4.2	2.1	6.4	9.5	9.4	3.8	6.7	11.7	22.2	3.2	0.4	2.1	22.2	8.1	5.3	0.7	N
chr1:119535283-119535783	chr1:118992660-118993160	27.6	9.1	4.0	4.6	11.7	10.1	13.7	7.7	8.8	10.7	12.5	13.6	6.8	28.5	4.0	27.6	10.8	5.9	0.5	N
chr1:120255345-120255845	chr1:119712722-119713222	9.2	21.4	28.7	21.2	3.9	24.8	9.8	20.2	16.4	8.2	30.5	18.7	27.1	21.4	3.9	30.5	18.5	8.5	0.5	N
chr1:120439014-120439514	chr1:119896391-119896891	76.0	53.7	89.7	66.0	81.4	44.3	62.1	45.1	34.2	53.2	76.3	78.7	71.2	31.0	34.2	89.7	64.0	16.8	0.3	N
chr1:121260358-121260858	chr1:121518560-121519060	22.7	38.5	21.4	21.4	15.6	47.6	31.1	46.2	28.3	41.4	16.0	41.7	67.6	20.3	15.6	67.6	33.8	15.1	0.4	N
chr1:144533204-144533704	chr1:149163277-149163774	40.1	35.9	62.5	34.1	30.1	16.3	25.5	30.8	29.0	13.4	67.9	49.8	38.2	13.4	13.4	67.9	36.4	15.9	0.4	N
chr1:144930840-144931340	chr1:148953148-148953648	13.6	15.0	3.2	9.2	5.0	27.3	9.7	14.4	31.2	4.8	16.3	19.8	10.5	16.0	3.2	31.2	13.8	8.4	0.6	N
chr1:145382917-145383417	chr1:146051583-146052083	12.4	18.5	15.5	13.0	12.2	19.0	10.7	14.0	16.3	15.6	20.2	7.6	28.1	2.5	7.6	28.1	15.6	5.2	0.3	N
chr1:146374991-146375491	chr1:146939679-146940180	25.7	50.6	13.2	37.0	21.1	51.1	43.3	48.5	53.6	12.2	80.6	58.5	68.3	41.5	12.2	80.6	43.3	20.8	0.5	N
chr1:146543988-146544488	chr1:147072440-147072940	30.7	10.6	13.3	7.0	16.3	5.9	8.2	9.1	5.7	4.4	25.6	10.8	7.3	6.8	4.4	30.7	11.9	8.0	0.7	N
